artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]SweetHome妹子屌打魷魚遊戲捏,2021/10/05,15:31:34,https://www.ptt.cc/bbs/Gossiping/M.1633447896.A.7AC.html,NicoToscani,Gossiping,18,12,3,"看魷魚遊戲，妹子給我大嬸跟兩個8+9妹

乾褲子都脫一半給我看這個

順便看了去年也很紅Sweet Home，喔真正洗眼睛

發文附圖
https://i.imgur.com/SEr3LLT.jpg
有沒有Sweet Home妹子屌打魷魚遊戲的八卦

先說右一我的 嘻嘻
"
Re:[新聞]「魷魚遊戲」不敵動畫？日本人最愛的平台並非Netflix,2021/10/05,15:49:19,https://www.ptt.cc/bbs/Gossiping/M.1633448963.A.1C6.html,phantasystar,Gossiping,2,0,0,"借問台灣亞馬遜的動畫多嗎
因為自己不看韓劇所以Netflix對我來說能看的節目很少，當季動畫也沒巴哈姆特多，如果只看動畫，台灣的亞馬遜推薦嗎

-
Sent from JPTT on my HTC_U-3u.
"
[新聞]Selina曝近況「無時無刻被浪漫包圍」　小,2021/10/05,16:05:37,https://www.ptt.cc/bbs/Gossiping/M.1633449939.A.F29.html,b1b2b3b4,Gossiping,23,13,1,"Selina曝近況「無時無刻被浪漫包圍」　小7歲鮮肉狂追「半夜敲我」
https://tw.appledaily.com/entertainment/20211005/ASYXOCYL2VH25KWBFX7RYOFB7Y/
蘋果日報 林丞偉

曾被火紋身的S.H.E成員Selina（任家萱）今出席公益活動，盼邀各界幫助燒傷顏損兒快
樂學習勇敢長大，她殺青電影《頭七》後，回首拍片時的辛勞，笑說拍攝時一直想毀約，
結果就拍完了，更打趣說：「我從影之作就是我的息影之作。」她先前說有小7歲的鮮肉
追求，透露目前還有聯絡， 「疫情期間很多人關心我，他也是，我作息很日夜顛倒，有
一度誇張到中午睡覺，半夜都是醒的，所以他半夜會敲我，我就不得不回他訊息，算是聰
明！」

妹妹任容萱勸她至少要拍個輕鬆浪漫愛情片再休息，她自嘲「我就想說好啊，但好像沒有
人找我」，在充滿大愛的公益活動，媒體也不忘關注她的感情現況，她笑說：「朋友都戲
稱我是『長公主』，身邊的人都讓我覺得很浪漫、呵護我，讓我無時無刻都有種被愛充滿
跟浪漫包圍的感覺。」

恢單後的她，對於感情態度變得格外謹慎低調，似乎就怕感情「見光死」，媒體追問她未
來有感情穩定的對象，是否願意召告天下，跟各界分享喜悅，她笑說：「如果有的話，我
不知道欸，假設真的愛情降臨，我應該想要呵護他、保護他，保護這段愛，（公開與否）
順其自然啦。」意味就算有對象，也不輕易認愛，是否已「名花有主」，她低調表示：「
還在等待中。」

媒體問她追求者的門檻，她洋洋灑灑列出：「我希望可以跟我聊得來的人，一起做喜歡的
事情、看我的眼睛都自帶愛心濾鏡、善良、聰明，有幽默感、有專業能力，疼我。」顏值
是否為重點？她直言「（顏值）我覺得還好，沒特別在乎，符合以上條件都是順眼。」

她月底將過40歲生日，預告將跟Ella及Hebe展開一場姊妹淘專屬的小（輕）旅行，並許下
生日心願為疫情趕快過、怎麼都吃不胖、大家都平安健康，至於這場小旅行，只有S.H.E
專屬限定，「希望可以一直都這樣，每年或每兩年，為了彼此拋下一切的感覺」。

而電影殺青後的她，談到近來追夯劇《魷魚遊戲》及《你是我的榮耀》，看《魷魚遊戲》
時，「心裡小惡魔有種爽快感覺，心裡的惡魔感覺好像有被按摩到，想說編劇怎麼能寫出
這麼變態的，但可能每個人心裡都有邪惡面，覺得蠻有趣的」，至於是否挑戰這類角色，
她劇透主演電影《頭七》，「我演的角色有點類似她 所以我已經充分想像過了」，也因
為近來追劇楊洋主演的《你是我的榮耀》，她羞說，若是中威力彩，想找楊洋來跟她合演
愛情電影。
"
[問卦]最近這些事是想掩蓋什麼,2021/10/05,16:12:10,https://www.ptt.cc/bbs/Gossiping/M.1633450333.A.A88.html,PHINEAR,Gossiping,4,0,1,"用屏東挖眼轉移PTT八卦板注意力

用毒椅子轉移關注YT電競圈的人

用龍2轉移關注脫口秀與喜劇圈的人

然後再來個大量共機擾台和魷魚遊戲

這次弄這麼大是想掩蓋什麼?

有沒有最近是要掩蓋什麼的八卦？
-
Sent from JPTT on my iPhone
"
Re:[問卦]魷魚遊戲001怎麼有信心能全身而退的八卦,2021/10/05,16:45:43,https://www.ptt.cc/bbs/Gossiping/M.1633452344.A.94E.html,NicoToscani,Gossiping,10,3,2,"找yt人家的解析影片就都有答案啦

拿最多人吵的拔河為例，就真的只有他的手環沒有上鎖啊
https://youtu.be/tPxb7hWCx3A?t=235
人家編劇連這場都編好了，你發這啥廢文，自D吧



"
[問卦]收到○△□公文怎麼辦??(急~有圖),2021/10/05,18:47:53,https://www.ptt.cc/bbs/Gossiping/M.1633459675.A.24F.html,EVEA,Gossiping,23,8,5,"剛剛在家的桌上忽然出現
○ △ □
公文包
https://imgur.com/4vmrI2g
想起韓劇 Netflix韓劇《魷魚遊戲》

想想不對啊~！

台灣監視器那麼多，要是失蹤應該很快就被找到。

台灣附近也沒有什麼島可以玩 《魷魚遊戲》


收到○ △ □ 公文怎麼辦??????
在線上等"
[新聞]疫苗分批釋出北市議員轟柯玩魷魚遊戲,2021/10/06,00:43:18,https://www.ptt.cc/bbs/Gossiping/M.1633481000.A.BFD.html,rkk36198685,Gossiping,66,18,20,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
中時

2.記者署名:
張穎齊、黃婉婷、陳慰慈╱連線報導


3.完整新聞標題:
疫苗分批釋出 北市議員轟柯玩魷魚遊戲



4.完整新聞內文:
北市4日開放第2劑AZ疫苗接種，但不到1天時間預約全滿，北市議員許淑華5日炮轟，中央給
了北市12萬劑疫苗，市府卻只釋出7萬多劑，還說「預計民眾施打意願只有6至7成」來甩鍋
，痛批市長柯文哲在跟市民大玩「魷魚遊戲」。北市府反擊，還沒額滿，部分人士誤導民眾
。
許淑華痛批，柯之前怪中央配撥疫苗不足，如今許多接種AZ滿10周以上的民眾很焦急，只好
到外縣市預約第二劑，市府還敢說「以過去的經驗，預計民眾施打意願只有6至7成、能量不
足」甩鍋，根本是能力不夠。

許淑華怒轟，市府為何擅自決定市民的施打意願只有6、7成？北市醫療資源比起全國相對優
渥，弔詭的是出現爭議1天內，副市長蔡炳坤立馬加開3萬劑接種，不一次給足，故意繼續扣
留2萬劑疫苗，「疫苗竟限量，柯把人民安全當魷魚遊戲？」
蔡炳坤回應，北市昨先開7萬多名額，預約滿後再加開3萬，現在都還沒額滿，截至5日剩1萬
8000劑，留給尚未接種第二劑的65歲以上長者。北市府發言人陳智菡駁斥，部份人士指控「
疫苗限量」、「預約不到」的說法，恐已嚴重誤導民眾。

北市開放7萬多劑疫苗秒殺，不少搶不到的台北市民轉而到新北預約，對此，新北市衛生局
副局長高淑真表示，截至昨中午12時，新北預約人數12萬7千多人、預約率93％。新北市長
侯友宜補充，新北還有7％餘額，歡迎各地方或在北市沒預約到的民眾到新北預約。由於預
約到昨天下午4時截止，剩餘劑量交由中央統籌分配。

5.完整新聞連結 (或短網址):
https://bit.ly/3uHvWx4"
[問卦]找瓜哥拍魷魚大集合大概會怎樣,2021/10/06,01:26:41,https://www.ptt.cc/bbs/Gossiping/M.1633483603.A.319.html,owo0204,Gossiping,10,4,2,"如題
最近魷魚遊戲爆紅

想想台灣類似的闖關拿獎金
就是瓜哥的大集合了吧？

如果找瓜哥當主持
拍一個死亡遊戲版綜藝大集合的劇

魷魚大集合
融合台灣綜藝的死亡遊戲

大概會長怎樣？

要找哪些班底來演才好？
乃哥？李懿？

有八卦嗎

"
[問卦]御坂美琴參加魷魚遊戲會贏嗎,2021/10/06,02:20:55,https://www.ptt.cc/bbs/Gossiping/M.1633486857.A.EF2.html,intrepid123,Gossiping,13,1,5,"安安安

御坂美琴 人稱超電磁砲
傲嬌 有正義感

御坂美琴 如果參加
血腥魷魚遊戲
會贏嗎

她會怎麼破 墊腳石橋呢


有沒有八卦
我很好奇
☺  ☺  ☺
"
[問卦]台灣怎麼沒人舉辦魷魚遊戲,2021/10/06,03:47:34,https://www.ptt.cc/bbs/Gossiping/M.1633492056.A.9BC.html,christimax,Gossiping,37,17,5,"好奇台灣有錢有閒的人明明那麼多

怎麼沒有人舉行魷魚遊戲呢？

社會上有那麼多犯罪的 欠錢的

挖人眼球 拿刀砍人 酒駕殺人的

全部都丟到一個無人小島 讓他們玩生存遊戲

最後贏的出來讓他拿獎金順便感化他生命的可貴不是很好嘛？

有掛嗎？
"
[問卦]阿幹！魷魚遊戲就賭博默示錄啊！？,2021/10/06,05:27:18,https://www.ptt.cc/bbs/Gossiping/M.1633498040.A.E86.html,jay3u7218,Gossiping,60,28,5,"昨天追了最近很紅的魷魚默示錄

說錯是賭博遊戲

啊幹又說錯是魷魚遊戲啦

追了一會兒.........


啊幹

阿這就賭博默示錄啊！！！



難怪幾年前推銷劇本沒人買

直接去找

發行賭博默示錄的商社買也一樣
"
[問卦]魷魚遊戲女主角長相放在台女裡面pr多少？,2021/10/06,05:29:12,https://www.ptt.cc/bbs/Gossiping/M.1633498154.A.8BB.html,zeroBB,Gossiping,83,46,9,"這是魷魚遊戲的女主角
https://i.imgur.com/jXGtqcv.jpg
https://i.imgur.com/k3JWWbt.jpg
https://i.imgur.com/oUQ06bn.jpg
https://i.imgur.com/xbW8ICG.jpg
（我盡力挑美照了，粉絲不要攻擊我）

大家覺得正嗎？放在台女長相裡面pr多少？

有沒有 卦？

同場加映，女配角
https://i.imgur.com/ylzMMP0.jpg
https://i.imgur.com/xofEYva.jpg
https://i.imgur.com/LMbU4g1.jpg"
Re:[問卦]魷魚遊戲女主角長相放在台女裡面pr多少？,2021/10/06,06:33:50,https://www.ptt.cc/bbs/Gossiping/M.1633502032.A.A7C.html,todao,Gossiping,14,8,2,"講真的
論長相台妹比韓妹正多了

你貼的明星
好看
同時普通台女一堆都有這個水準了

台女輸韓女的不是長相
而是...

算了
大家心裡有數
而且是不會改的了

我寧娶韓女
那種把男人當成自己天的感覺很好 ^_^
"
Re:[問卦]阿幹！魷魚遊戲就賭博默示錄啊！？,2021/10/06,06:48:58,https://www.ptt.cc/bbs/Gossiping/M.1633502941.A.C89.html,hamasakiayu,Gossiping,32,12,1,"差多了吧

開司的廢材，是毫無理由的廢材

反映的是一種年輕人對於時代的空虛感

轉變成的憤世嫉俗

是因為好心幫同事作保

而不得不背負大量債務

但沒看到家人出來幫忙




成奇勳則是生活上的不如意

導致開始過上頹廢的生活

看起來是爛賭害自己背上大量債務

還害苦自己老娘





而遊戲中的兩人也是天差地別

開司基本上都是在努力破解各種遊戲

找出增加勝率的方法

限定猜拳，雖然開始被騙
但很快就開始籌謀獨佔卡片的計畫

勇者之路走鋼筋
也是開司提出在腳上畫上中心線
並且主導互相不要相害

皇帝牌更是直接切了自己耳朵
只為獲勝

更是把主意打到大魔王身上想要詐賭他
雖然是失敗收場

後面的骨頭骰子

柏青哥的用水影響水平

或者是麻將遊戲等等

無不看得出主角雖然現實人生是廢材

但在生死攸關的賭局之中

一再展現出閃光點



而成奇勳

木頭人被巴基斯塔人拯救

椪糖拿到困難圖形，但自己想出舔舔，順利過關

寢室關燈戰，畫面閃他媽的根本看不清，跳過

拔河是靠老頭與曹尚佑活下

彈珠是靠老頭放水活下

跳玻璃運氣好選到最後一號，躺過

魷魚遊戲爆氣鎖血打贏好朋友，靠好朋友自殺過關

綜合來看

除了椪糖那關算是靠自己

剩下的表現根本就是寄生蟲啊

他不是主角早就死了不知道幾遍了

跳玻璃那關甚至居然忘了前面參賽者跳的順序

還要妹子提醒

這種蠢事絕對不會在開司身上出現

就一再躺過而已

在遊戲之中根本看不出閃光點





再者就人品上兩人也不是同個水準

開司雖然也很容易被騙

譬如限定猜拳就被隊友婊

或者是被地下王國戰友婊去賭麻將

但可不會在那邊放聖母光環的去教訓別人

直接動手開打

拿回自己應得的東西

但成奇勳自己很沒用外

還特別愛放聖母光環教訓人

愛放聖光也罷了

偏偏又是個死雙標

在最後面魷魚遊戲之前的宿舍休息時間

很明確做出想要偷偷幹掉曹尚佑的行為

自己在彈珠遊戲裡面也算是害死了老頭

轉頭卻又質疑怎麼是曹活下，阿里人呢？

阿幹，這遊戲就他媽只能活一個

你問沙小廢話啊？

自己想偷偷殺人，且對方是從小一起長大的朋友，不去批判自己

對方因為遊戲而不得不殺人，卻要被成罵

這不是雙標甚麼才是雙標？



所以你說魷魚遊戲是抄襲賭博默世錄

我完全不同意

主角人格魅力差這麼多

遊戲設計精細度差這麼多

基本上我根本沒看到哪個遊戲要用腦子的

看到成奇勳最後一集居然還要回到魷魚遊戲

想要對抗幕後黑手

我看得都他媽快笑出來了

你個靠別人的垃圾

沒主角光環你回去也是在第一關就掛了

還真以為靠你自己智力去輾壓主辦方嗎？

李炳憲真的是苦口婆心勸你妳都聽不出來嗎？





如果成奇勳是想走詐欺遊戲的神崎直路線也罷了

人家小直雖然前期也是靠秋山躺贏

但聖母光環基本上還是有發揮一定作用

在感染遊戲之中

利用不斷拜託

讓過關者願意無償進行協助

最後秋山才有能力婊死老鼠








雖然如此

我不會覺得魷魚遊戲難看

演員演技到位

劇情流暢，加上一點意外反轉

說是近年佳作絕對不過譽

不過對於詐欺遊戲系列、開司系列、噬謊者系列、大逃殺系列的粉絲而言

確實會覺得美中不足

感覺有了拉麵，卻沒了叉燒一樣

不過我講的開司與噬謊者

我朋友卻覺得繞來繞去好複雜

要搞懂遊戲規則就要半天

還要看他們在遊戲規則之中找出漏洞

實在太辛苦

還是魷魚遊戲輕鬆

也是有這種評價啦
"
[新聞]台灣拍不出《魷魚遊戲》？文化部：「這三,2021/10/06,06:54:45,https://www.ptt.cc/bbs/Gossiping/M.1633503287.A.771.html,wWwWw5566,Gossiping,255,33,115,"1.媒體來源: ETtoday新聞雲

2.記者署名: 許維寧／台北報導

3.完整新聞標題: 台灣拍不出《魷魚遊戲》？　文化部：「這三項」到位可拍出更好作品

4.完整新聞內文:

由Netflix製作的韓劇《魷魚遊戲》近日超夯，有望成為Netflix有史以來收視率最高影集
。但各界議論，台灣也面臨與《魷魚遊戲》中涉及的相關社會問題，為何台灣拍不出同等
級的劇作。文化部長李永得今天（10/6）接受媒體聯訪時談到，「不應該說台灣哪類型作
品拍不出來。」相信只要有好的環境、通路、人才可以拍出更好的作品。

Netflix製作韓劇《魷魚遊戲》有望成為Netflix有史以來收視率最高影集，日前宏碁創辦
人施振榮便表示，20年前韓國政府與企業就於影視圈投入大量資源，關鍵就在於「時間與
企圖心」。

文化部長李永得今天接受媒體聯訪，被問到如何看待各界評論「台灣拍不出魷魚遊戲」一
說。李永得回應，「不應說台灣哪類型作品拍不出來。」台灣創作人才很多，相信只要有
好的環境、通路、人才，一定可以拍出更好的作品。

5.完整新聞連結 (或短網址):
https://pse.is/3q29j5"
[問卦]台版魷魚遊戲要找什麼遊戲？,2021/10/06,07:02:21,https://www.ptt.cc/bbs/Gossiping/M.1633503743.A.00C.html,PoorHunter,Gossiping,30,9,5,"我剛剛想了半天

我只想到紅綠燈

而且還不知道要怎麼改成殺人遊戲

123木頭人可以沿用吧

我發現我沒有童年

有八卦嗎？
"
Re:[新聞]台灣拍不出《魷魚遊戲》？文化部：「這三,2021/10/06,07:09:37,https://www.ptt.cc/bbs/Gossiping/M.1633504179.A.C70.html,yoyo86215,Gossiping,14,5,2,"我覺得台灣可以拍更厲害的死亡遊戲
只要拍台灣日常即可
走在路上或是騎機車被大卡車輾死
被倒塌的大樓壓死
坐火車出軌而死
在超商當店員被挖眼
魷魚遊戲算甚麼，還有錢拿
台灣的沒有錢拿，而且是強迫性的，而且誰都避不了
作品
影集
同等
型作
創辦
間與
」一
要有
Sent from
BePTT
on my Samsung SM-G965N
"
Re:[新聞]台灣拍不出《魷魚遊戲》？文化部：「這三,2021/10/06,07:10:02,https://www.ptt.cc/bbs/Gossiping/M.1633504204.A.F66.html,MonkeyK,Gossiping,6,2,0,"單身三十年月薪三萬醜肥宅處男問神明
神啊 求求你教我要怎麼交到女友!

神明:
    不應該說你哪種女友交不到,
只要好的長相長的高有錢你可以交各種正妹當女友

幹你老師幹話誰不會講"
[問卦]彭恰恰若拍台版魷魚遊戲電視劇的卦,2021/10/06,07:11:31,https://www.ptt.cc/bbs/Gossiping/M.1633504293.A.D69.html,n123456n,Gossiping,11,3,1,"假如現在台灣真的要翻拍魷魚遊戲

是不是可以找彭恰恰

ㄧ來也可以讓彭哥有薪資收入

二來也是有拍電影經驗的人，電視劇成本   不用擔心成本過高

三來台灣影視產業也可呈現多元面象


文化部也可以專案補助

有沒有彭哥可以翻拍魷魚遊戲的卦
"
Re:[新聞]台灣拍不出《魷魚遊戲》？文化部：「這三,2021/10/06,07:28:34,https://www.ptt.cc/bbs/Gossiping/M.1633505316.A.A44.html,smalltwo,Gossiping,12,1,0,"吳O憲:巧婦難為無米之炊阿，不能開了一百多所大學以後才看到孩子生得少
李O得:相信只要有好的環境、通路、人才，一定能拍出更好的作品

上述兩個人
哪一個人是影視大亨
哪一個人是政府狗官

問怎才能拍出好作品
狗官不說怎樣創造好環境
怎樣幫助開通通路
怎樣培育人才
反而滿嘴幹話
說韓國二十年前政府投入大量資源
DPP執政六年了
還有14年..台灣的20年大計相信就快完成了"
[問卦]吳宇森會怎麼拍魷魚遊戲,2021/10/06,07:56:32,https://www.ptt.cc/bbs/Gossiping/M.1633506994.A.AED.html,ioosoo,Gossiping,21,13,0,"享譽國際的大導演吳宇森
向來都很會拍槍戰片
如果要拍魷魚遊戲
吳導是否會拍的比韓國更有創意？
"
Re:[問卦]阿幹！魷魚遊戲就賭博默示錄啊！？,2021/10/06,09:04:07,https://www.ptt.cc/bbs/Gossiping/M.1633511050.A.749.html,justeat,Gossiping,11,2,0,"問題就在於日本片商搞不清楚市場!

有人說魷魚好看不是鬥智、不是遊戲，是人性和反映殘酷的社會。

這些賭博默示錄都有阿!


開司就是個人渣，平常專找賓士車刺破輪胎拔走車前mark，

這多寫實，簡直就是我想做的事!

遇到兇惡的討債大叔遠藤，被發現刺破他的輪胎，整個氣勢都沒了，

接下來在遠藤的威逼利誘下，才上了賊船。


生還之後，開司認命的在超商打工。

但不會巴結長官的開司，領少少薪水卻總被叫去做鳥事，

公司的錢少了，店長馬上就懷疑是開司偷的，還要搜他的包包，

受不了職場霸凌、被同事慫恿、加上遠藤的話術哄騙。

你會去吧，我會在那邊等你的，星光璀璨的地方。

遠藤真是有夠會騙的。


結果日本人拍真人電影的時候，

開司就只是在街上亂踢垃圾而已，

也沒有職場霸凌，

兇惡的討債大叔遠藤，找個漂亮姊姊(天海祐希)來演。

人性的醜陋跟社會的殘酷...全部都和諧了。

"
[問卦]為什麼李敏鎬金秀賢宋仲基沒演魷魚遊戲,2021/10/06,09:45:38,https://www.ptt.cc/bbs/Gossiping/M.1633513540.A.25F.html,twmadrid,Gossiping,11,4,1,"李敏鎬

代表作就流星花園 繼承者們 城市獵人

金秀賢

來自星星的你主角

宋仲基

太陽的後裔主角



這三位男影星都爆紅過

甚至人氣高

ig追蹤人數也多


怎麼魷魚遊戲沒請這三個男主角去演啊?
"
[爆卦]建中奪冠！第二屆高校女神選拔賽,2021/10/06,09:46:35,https://www.ptt.cc/bbs/Gossiping/M.1633513599.A.0D7.html,smileboy2016,Gossiping,132,81,17,"晚餐時間來點輕鬆八卦




狂賀！

多元性別認同在October同志驕傲月有了歷史性定位

恭喜建國中學小妹當選第二屆高校女神選拔冠軍！www(燦笑
https://i.imgur.com/lxlhure.jpg
今天10/06是投票結果日
https://i.imgur.com/JbUHxcp.jpg
前幾週轟動新聞震動八卦板的建中咩咩

不枉各位期待

狂勝與其並列第一金甌女中超過一半以上票數

建中50310票 vs 金甌23926票
https://i.imgur.com/n6fOkcS.jpg
讓票數說實話！建中女神！

記者快來抄啦（歪頭



-
Sent from JPTT on my iPhone
應該4擔心女森的怒火比地獄之火可怕（魷魚遊戲台詞）
認真好像主辦單位被施壓
八卦板一堆神人應該心照不宣
這場比賽很有詩意www
好雨汁時姐妹
這麼可i一定4男森
八卦是不少女校都投何廢料
女森之間宮鬥很日常
+4女森:
我比較喜歡你不講話！"
[問卦]韭菜遊戲跟魷魚遊戲那個比較恐怖?,2021/10/06,09:57:21,https://www.ptt.cc/bbs/Gossiping/M.1633514244.A.8C1.html,setsunaxia,Gossiping,5,2,0,"中國武漢肺炎
湖北某殯儀館一天要燒百具屍體
殯儀館員怒斥「狗官」
工作人員在憤怒中說出了殯儀館接運和火化遺體的真相，數字觸目驚心。

「要聽真話還是假話」
「說實話，我本人都快崩潰了」
「我們的人員從春節前到現在都沒有休息」
「我們現在的運輸量和火化量是平時的四到五倍」
「昨天總共接運遺體127個，燒掉了116個」
https://www.youtube.com/watch?v=wlVmeBHTdc8
跟魷魚遊戲相比
燒屍體的數量
中國的韭菜遊戲是不是更恐怖?


"
[問卦]台灣拍鮪魚遊戲找金城武當引路人會紅嗎？,2021/10/06,10:42:46,https://www.ptt.cc/bbs/Gossiping/M.1633516968.A.DB0.html,emuless,Gossiping,11,3,4,"是這樣啦

金城武
最頂的男神

韓國拍的魷魚遊戲
裡面找上窮困潦倒的人去玩遊戲的引路人
找了帥哥來演
讓人開頭就能看下去
不會因為老梗就棄追


那金城武如果當了台版的引路人
是不是也能引起一波高潮呢

有掛？
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論"
[問卦]北車魷魚遊戲,2021/10/06,12:45:20,https://www.ptt.cc/bbs/Gossiping/M.1633524322.A.6B4.html,aasawfish,Gossiping,18,8,2,"現在去北車 拿一大堆錢 找流浪漢扇耳光

有犯法嗎？？

贏我一次畫片拿5000台幣

輸了只要被我打一次耳光

有犯法不？

雙方都是自願的呀？

各位覺得這個主意怎麼樣？
"
[問卦]魷魚遊戲的警察如果被肥仔吹會是享受嗎?,2021/10/06,12:53:14,https://www.ptt.cc/bbs/Gossiping/M.1633524796.A.949.html,williammini,Gossiping,4,4,0,"魷魚遊戲裡 裡面的金主肥仔 要臥底警察幫他吹

這太噁了，警察只好放棄臥底，抓爆肥仔蛋蛋


但如果今天金主肥仔只是叫警察躺著讓他吹

臥底警察會忍一下嗎？那這到底是屈辱還是享受?

有卦嗎?
"
[問卦]其實劉孔才是魷魚遊戲的主辦吧？,2021/10/06,13:29:00,https://www.ptt.cc/bbs/Gossiping/M.1633526942.A.878.html,yangzy,Gossiping,18,6,6,"大家不需要裝糊塗了，相信各位的心裏都有數
也都清楚其實劉孔才是魷魚遊戲的主辦人吧？
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論"
[新聞]柯P首發振興落漆！「3000元熊好券」僅60萬人登記　要延長至10/15抽籤,2021/10/06,13:29:04,https://www.ptt.cc/bbs/Gossiping/M.1633526947.A.ABC.html,Waitaha,Gossiping,56,22,13,"1.媒體來源:
蘋果日報

2.記者署名:
劉彥宜、陳思豪/ 台北報導

3.完整新聞標題:
柯P首發振興落漆！「3000元熊好券」僅60萬人登記　要延長至10/15抽籤


4.完整新聞內文:
振興五倍券將於10月8日開始使用，台北市政府也推「台北熊好券」加碼振興方案，不過
因為過程繁瑣導致店家興趣缺缺，民眾整體綁定數也不如預期。媒體今天關心活動是否延
期？台北市長柯文哲下午受訪還信心滿滿，喊話要大家盡量登記，若超過還可以再辦第二
輪抽籤，提醒大家再衝一下數量，拚到今晚。市府傍晚表示，熊好券意願登記順延到14日
午夜12點，隔日(10/15)抽獎。

為了衝高數量，柯文哲5日邀來議員游淑慧，在市府外拍攝宣傳片，內容比照正夯的韓劇
《魷魚遊戲》中「一、二、三木頭人」橋段，過程逗趣，柯盼最後階段衝高綁定(台北通
App)人數，達到市府設定的目標110萬人。

媒體下午追問柯是否有看過《魷魚遊戲》？柯解釋，熊好券目標110萬綁定台北通，現在
卻不到70萬民眾登記，要衝數量，振興要完全發揮作用，因此媒體組就提議要演《魷魚遊
戲》，他只看過海盜，感謝北市議員游淑慧參與拍戲，「犧牲太大了，還真的長的很像」
。至於未來會不會看《魷魚遊戲》，他無奈回，有時間看就好了。柯也說，目標店家登記
數要超過1萬，現在則透過商圈組織，系統性的請業者參與。

北市府表示，未吸引更多店家和民眾參與，熊好券意願登記將延至10月14日晚上24時截止
，並預計10月15日上午在律師見證下公開線上抽獎。目前已有超過70萬台北通會員完成意
願登記，累計登記份數達340萬份。

《蘋果》致電主責的秘書長陳志銘，對於為何延期？卻得到完全不同說法；陳志銘坦言，
目前只有住宿券先在議會三讀了，其他的都還來不急，預算一定要過了北市府才會啟動；
媒體追問「延後是議會的關係？」陳志銘回「不要講議會的關係」，目前只有住宿券通過
，本來市府想住宿券先跑，後來想說五個一起跑好了，既然議員希望講得更清楚一點，那
北市府也願意配合。

陳志銘也坦言，延後登記可讓人數變更多，雖然時間有點往後，但還是比中央八大券還早
，八大券也是11月才啟動，目前議員針對市集券、響購券都希望市府講得更清楚，議會財
建委員會明天又會討論此案，利用機會跟議員講清楚也是好事，沒差啦！

至於現在登記數量，陳志銘說綁定人數約70萬人左右，綁定份數為340餘萬份，等於幾乎
所有民眾都複選，一次抽了五張券，合作店家部分，目前也來到近6千家，陳志銘強調，
前面談的都是散店，後面比較多是連鎖店，連鎖店會一次談好整個進來。

陳志銘說，住宿券5.7萬份已有66萬人次登記，夜市券10萬份共69萬人次登記，藝文券和
運動券各43萬份，各別有63~65萬人次登記，此四款券都登記爆表，一定要抽籤，饗購券
90萬份現有70萬人登記，還可繼續登記。五券總計有191.7萬份。

北市府結合台北通APP推出「台北熊好券」，其中包含：住宿券1千元、饗購券1百元5張、
藝文券1百元5張、運動券1百元5張及市集券1百元5張等，份數110萬份，9月22日起至10月
6日開放全台民眾填寫意願登記後，但至今尚未超過預定數量， 原預計於10月8日公開抽
獎，目前確定往後延至10月15日。


5.完整新聞連結 (或短網址):
https://tw.appledaily.com/life/20211006/DEK53EAC7JHINEIQ2EYHP7DEGU/
6.備註:"
[問卦]魷魚遊戲韓美女SweetHome李恩侑都幾???,2021/10/06,13:37:27,https://www.ptt.cc/bbs/Gossiping/M.1633527449.A.8D6.html,NicoToscani,Gossiping,27,5,4,"兩大超夯網飛韓劇女角終須一戰..

金姝怜 飾演 韓美女
https://i.imgur.com/5lhJlwZ.jpg
高旻示 飾演 李恩侑
https://i.imgur.com/PsU6GvN.jpg
各執業界牛耳..尼該如何抉擇..
"
[問卦]其實我們才是魷魚遊戲之島,2021/10/06,14:15:13,https://www.ptt.cc/bbs/Gossiping/M.1633529715.A.884.html,idam1983,Gossiping,14,3,4,"朋友住在偉大的邁哥市
但我看高雄版
一片皇城之內和氣
今天下午我朋友
去三多路的SOGO
出來時看到了
有人跳樓自殺
我朋友嚇到不敢睡覺
明早會去廟裡拜拜
我真的滿懷疑
衛生部宣稱自殺
已經離開十大死因
還有台灣到底有多少
失蹤人口
警政署有公佈嗎？
然後五院有兩院亂糟糟
總統忙著準備國慶
這都憲政危機了
連國防部長都說
這是他從軍40年來
最大的台海危機
我們不要笑人家朝鮮地獄
說真的我有錢我也要移民

-
Sent from JPTT on my Samsung SM-G973F.
"
[問卦]魷魚遊戲的參加者參加詐欺遊戲會贏嗎,2021/10/06,14:49:17,https://www.ptt.cc/bbs/Gossiping/M.1633531759.A.2B5.html,intrepid123,Gossiping,11,7,1,"安安安

魷魚遊戲的參賽者都是
8+9
如果他們參加鬥智的詐欺遊戲

會被秒殺嗎

誰可以存活下來


有沒有八卦
我很好奇
☺  ☺  ☺
"
